데이터 구분,개설년도,개설학기,개설대학,개설학과,이수구분,학년,과목코드,분반,과목명,학점,담당교수,강의시간(실제),강의실정보,수강정원,수강신청인원,꾸러미신청인원,비고
공학전공1,2025,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0250,001,섬유캡스톤디자인,3,김종호,"수 16:30 ~ 18:00,월 16:30 ~ 18:00",산격동 캠퍼스  공대1호관,45,20,18,<b>SU평가강좌</b> 
공학전공1,2025,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0415,001,섬유고분자실험,2,김한도,"목 09:00 ~ 10:00,목 10:00 ~ 11:00,목 11:00 ~ 12:00,목 12:00 ~ 13:00",산격동 캠퍼스  공대12호관,45,22,20,<b>SU평가강좌</b> 
공학전공1,2025,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0497,001,IT융합형 스마트 텍스타일,3,김태경,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  공대1호관,45,31,28,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,ACEN0241,001,수리학및실험1,3,김병현,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,39,37,39,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,ACEN0241,002,수리학및실험1,3,김병현,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,39,28,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,ACEN0261,001,측량학 및 실습,3,서건원,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,29,30,(영어) 
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,ACEN0261,002,측량학 및 실습,3,서건원,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,30,25,(영어) 
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,ACEN0463,001,구조역학,3,이성철,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,72,63,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0271,001,건설가치공학 및 실습,3,김병수,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,25,25,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0271,002,건설가치공학 및 실습,3,박진영,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,16,16,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0301,001,응용역학1,3,홍근태,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,68,56,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0322,001,하수처리공학 및 실험,3,오상화,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,19,14,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0322,002,하수처리공학 및 실험,3,오상화,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,25,28,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0323,001,강구조공학 및 설계,3,이성철,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,수 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,70,64,53,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0339,001,토목유체역학및실습,3,김광섭,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,수 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,32,34,32,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0339,002,토목유체역학및실습,3,김광섭,"수 09:00 ~ 10:00,수 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,32,47,32,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0419,001,토질역학 및 실험 2,3,박성식,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,29,27,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0419,002,토질역학 및 실험 2,3,박성식,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,30,30,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0425,001,토목CAD 및 BIM,3,윤영묵,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,수 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,30,30,26,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,2,CVLE0425,002,토목CAD 및 BIM,3,윤영묵,"수 09:00 ~ 10:00,수 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,32,33,32,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0429,001,철근콘크리트구조설계2,3,윤영묵,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,36,37,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0429,002,철근콘크리트구조설계2,3,윤영묵,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,31,29,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,4,CVLE0514,001,지반구조물설계,3,문준식,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,42,40,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,3,CVLE0520,001,도로및철도공학,3,문준식,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,58,54,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,4,CVLE0536,001,SOC종합설계 및 기술사업화,4,"홍근태,김병현","목 09:00 ~ 10:00,화 09:00 ~ 10:00,월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,41,39,
공학전공1,2025,1학기,공과대학,토목공학과,공학전공,4,CVLE0559,001,하천공학및설계,3,김광섭,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,25,18,
공학전공1,2025,1학기,농업생명과학대학,농업토목공학과,공학전공,2,MECH0223,001,정역학,3,이진영,"수 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  농대2호관,40,38,24,
공학전공1,2025,1학기,농업생명과학대학,농업토목공학과,공학전공,2,MECH0332,001,유체역학,3,신용철,"목 10:30 ~ 12:00,화 10:30 ~ 12:00",산격동 캠퍼스  농대2호관,40,28,19,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0262,001,측량정보공학 및 실습,3,김현기,"목 15:00 ~ 16:00,월 15:00 ~ 16:00,목 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  농대2호관,40,20,17,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0338,001,기초공학 및 설계,3,변용훈,"수 13:00 ~ 14:00,월 13:00 ~ 14:00,수 14:00 ~ 15:00,월 14:00 ~ 15:00",산격동 캠퍼스  농대2호관,30,27,23,(한국어+영어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0347,001,관개배수공학및설계,3,신용철,"목 13:00 ~ 14:00,화 13:00 ~ 14:00,목 14:00 ~ 15:00,화 14:00 ~ 15:00",산격동 캠퍼스  농대2호관,30,26,25,(한국어+영어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0375,001,농업토목시스템공학및설계,3,이상익,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  농대2호관,30,22,15,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0422,001,응용수문학 및 설계,3,최경숙,"목 13:00 ~ 14:00,화 13:00 ~ 14:00,목 14:00 ~ 15:00,화 14:00 ~ 15:00",산격동 캠퍼스  농대2호관,30,14,13,(한국어+영어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0423,001,지반공학 및 실험1,3,변용훈,"수 10:00 ~ 11:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,월 11:00 ~ 12:00",산격동 캠퍼스  농대2호관,40,20,18,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0500,001,철근콘크리트공학 및 설계1,3,이진영,"수 13:00 ~ 14:00,월 13:00 ~ 14:00,수 14:00 ~ 15:00,월 14:00 ~ 15:00",산격동 캠퍼스  농대2호관,40,19,17,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0518,001,농지공학 및 설계,3,최경숙,"목 10:00 ~ 11:00,화 10:00 ~ 11:00,목 11:00 ~ 12:00,화 11:00 ~ 12:00",산격동 캠퍼스  농대2호관,30,25,26,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,CVLE0403,001,구조역학1,3,이상익,"화 15:00 ~ 16:30,화 16:30 ~ 18:00",산격동 캠퍼스  농대2호관,25,20,17,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,AMEN0264,001,생물생산기계설계 및 분석,3,김완수,"목 15:00 ~ 16:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,화 16:00 ~ 17:00",산격동 캠퍼스  농대4호관,30,15,15,(한국어+영어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,AMEN0355,001,기계요소설계 및 실습,3,김완수,"목 13:00 ~ 14:00,화 13:00 ~ 14:00,목 14:00 ~ 15:00,화 14:00 ~ 15:00",산격동 캠퍼스  농대4호관,30,17,17,(영어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,4,AMEN0412,001,트랙터공학 및 실습,3,홍동혁,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  농대4호관,30,24,22,
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,AMEN0443,001,마이크로프로세서 및 실습,3,김정실,"목 10:00 ~ 11:00,화 10:00 ~ 11:00,목 11:00 ~ 12:00,화 11:00 ~ 12:00",산격동 캠퍼스  농대4호관,30,16,16,(영어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,4,AMEN0458,001,생물산업기계설계,3,"하유신,강석호","월 17:00 ~ 18:00,목 18:00 ~ 19:00,월 18:00 ~ 19:00,목 19:00 ~ 20:00,목 20:00 ~ 21:00,목 21:00 ~ 22:00",산격동 캠퍼스  농대4호관,30,22,21,(한국어) 
공학전공1,2025,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,4,MECH0474,003,진동공학,3,심성보,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  농대4호관,30,24,22,
공학전공1,2025,1학기,농업생명과학대학,스마트생물산업기계공학과,공학전공,2,AMEN0260,001,열공학,3,박두산,"수 10:30 ~ 12:00,월 10:30 ~ 12:00",산격동 캠퍼스  농대4호관,38,37,34,(영어) 
공학전공1,2025,1학기,농업생명과학대학,스마트생물산업기계공학과,공학전공,2,APCH0212,001,기초창의설계,3,홍석주,"수 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00,수 18:00 ~ 19:00,수 19:00 ~ 20:00,수 20:00 ~ 21:00",산격동 캠퍼스  농대4호관,38,37,33,(한국어+영어) 
공학전공1,2025,1학기,농업생명과학대학,스마트생물산업기계공학과,공학전공,2,META0231,001,재료역학,3,심성보,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  농대4호관,38,36,32,(한국어) 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COME0331,002,자료구조,3,김정홍,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,51,56,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COME0331,003,자료구조,3,김구진,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,45,24,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COME0331,004,자료구조,3,이은주,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,55,91,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,1,COMP0205,001,기초창의공학설계,3,이성희,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,21,0,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0216,001,자료구조응용,3,김정홍,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,49,50,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0216,002,자료구조응용,3,김구진,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,46,21,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0216,003,자료구조응용,3,이은주,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,48,82,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0217,001,자바프로그래밍,3,이시형,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),50,48,48,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0217,002,자바프로그래밍,3,정창수,"목 09:00 ~ 10:00,목 10:00 ~ 11:00,목 11:00 ~ 12:00,목 12:00 ~ 13:00",산격동 캠퍼스  IT대학5호관(IT융복합관),50,52,97,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0312,003,운영체제,3,김명석,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),100,120,139,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0312,004,운영체제,3,탁병철,"화 13:30 ~ 15:00,목 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,57,32,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0312,005,운영체제,3,한명균,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),70,64,46,(영어) 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0315,001,오토마타및형식언어,3,박혜영,"화 13:30 ~ 15:00,목 15:00 ~ 16:30",산격동 캠퍼스  IT대학4호관(제2학생회관),65,65,78,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0319,001,알고리즘1,3,남덕윤,"월 13:30 ~ 15:00,수 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,36,8,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0319,002,알고리즘1,3,백낙훈,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),70,66,47,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0319,003,알고리즘1,3,이지연,"수 13:30 ~ 15:00,월 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,71,125,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0321,001,컴파일러,3,김정근,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),110,102,108,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0323,002,데이타통신,3,백호기,"월 13:30 ~ 15:00,수 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,85,115,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0323,003,데이타통신,3,펑리메이,"목 13:30 ~ 15:00,화 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,69,57,(영어) 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0324,001,인공지능,3,박상효,"수 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),70,82,157,원격강좌 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0324,002,인공지능,3,이재협,"화 13:30 ~ 15:00,목 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,69,67,(영어) 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,COMP0422,001,소프트웨어공학,3,손정주,"수 13:30 ~ 15:00,월 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,12,14,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,1,COMP0453,001,컴퓨팅사고와 SW코딩,3,이성희,"금 14:00 ~ 15:00,금 15:00 ~ 16:00,금 16:00 ~ 17:00,금 17:00 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),60,58,0,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,1,COMP0453,002,컴퓨팅사고와 SW코딩,3,안병준,"금 14:00 ~ 15:00,금 15:00 ~ 16:00,금 16:00 ~ 17:00,금 17:00 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),60,60,0,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,2,ELEC0247,009,논리회로,3,김경훈,"목 13:30 ~ 15:00,화 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),120,96,72,(영어) 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,1,ITEC0201,008,컴퓨터학개론,3,백낙훈,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),100,108,0,플립드러닝강좌 
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,ITEC0401,001,종합설계프로젝트1,4,고석주,"화 08:00 ~ 09:00,화 18:00 ~ 19:00,화 19:00 ~ 20:00,화 20:00 ~ 21:00,화 21:00 ~ 22:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,46,75,
공학전공1,2025,1학기,IT대학,컴퓨터학부,공학전공,3,ITEC0401,002,종합설계프로젝트1,4,김재수,"수 08:00 ~ 09:00,수 18:00 ~ 19:00,수 19:00 ~ 20:00,수 20:00 ~ 21:00,수 21:00 ~ 22:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,29,9,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0414,001,컴퓨터망,3,김동균,"월 13:30 ~ 15:00,수 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),70,65,78,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0414,002,컴퓨터망,3,이호경,"수 16:30 ~ 18:00,월 16:30 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),70,12,13,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0419,001,정보검색,3,이천희,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),70,70,80,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0460,001,문제해결기반 공학연수실습(컴퓨터학),2,백호기,"목 18:00 ~ 19:00,목 19:00 ~ 20:00,목 20:00 ~ 21:00",산격동 캠퍼스  공대9호관,3,3,2,<b>SU평가강좌</b> 
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0460,002,문제해결기반 공학연수실습(컴퓨터학),2,이종택,"목 18:00 ~ 19:00,목 19:00 ~ 20:00,목 20:00 ~ 21:00",산격동 캠퍼스  공대9호관,3,3,0,<b>SU평가강좌</b> 
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0460,003,문제해결기반 공학연수실습(컴퓨터학),2,한명균,"목 18:00 ~ 19:00,목 19:00 ~ 20:00,목 20:00 ~ 21:00",산격동 캠퍼스  IT대학4호관(제2학생회관),3,3,2,<b>SU평가강좌</b> 
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,COMP0460,004,문제해결기반 공학연수실습(컴퓨터학),2,김정근,"목 18:00 ~ 19:00,목 19:00 ~ 20:00,목 20:00 ~ 21:00",산격동 캠퍼스  IT대학4호관(제2학생회관),3,3,3,<b>SU평가강좌</b> 
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,GLSO0215,002,오픈소스프로그래밍,3,이성현,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  IT대학5호관(IT융복합관),60,25,24,신임교수
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,ITEC0402,001,종합설계프로젝트2,4,김동균,"화 08:00 ~ 09:00,화 18:00 ~ 19:00,화 19:00 ~ 20:00,화 20:00 ~ 21:00,화 21:00 ~ 22:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,39,48,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,ITEC0402,002,종합설계프로젝트2,4,정설영,"수 08:00 ~ 09:00,수 18:00 ~ 19:00,수 19:00 ~ 20:00,수 20:00 ~ 21:00,수 21:00 ~ 22:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,54,48,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,ITEC0414,001,소프트웨어테스팅 이론,3,최윤자,"수 13:30 ~ 15:00,월 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),60,18,23,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,ITEC0415,002,고급문제해결,3,이시형,"화 09:00 ~ 10:00,화 10:00 ~ 11:00,화 11:00 ~ 12:00,화 12:00 ~ 13:00",산격동 캠퍼스  IT대학5호관(IT융복합관),45,39,45,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,ITEC0416,001,고급웹프로그래밍,3,이상윤,"수 09:00 ~ 10:00,수 10:00 ~ 11:00,수 11:00 ~ 12:00,수 12:00 ~ 13:00",산격동 캠퍼스  공대12호관,60,35,34,
공학전공1,2025,1학기,IT대학,컴퓨터학부 플랫폼소프트웨어전공,공학전공,4,MOBI0224,002,딥러닝,3,남우정,"화 13:30 ~ 15:00,목 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),60,33,26,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,4,EECS0410,001,고전압공학,3,김진규,"화 10:30 ~ 12:00,화 12:00 ~ 13:30",산격동 캠퍼스  IT대학5호관(IT융복합관),50,22,23,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,2,EECS0438,001,전기물성,3,박종후,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),100,103,83,(영어) 
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,2,ELEC0241,008,전자장1,3,이세희,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),60,61,62,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,2,ELEC0241,009,전자장1,3,최홍순,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  공대8호관,50,50,49,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,2,ELEC0243,009,회로이론1,3,김형표,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  공대8호관,50,66,52,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,2,ELEC0243,010,회로이론1,3,최종우,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),50,48,68,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,3,ELEC0246,009,전자회로2,3,김홍준,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),50,50,75,(영어) 
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,3,ELEC0246,010,전자회로2,3,김홍준,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  IT대학5호관(IT융복합관),50,50,71,(영어) 
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,2,ELEC0247,010,논리회로,3,알버트폴로즈,"월 09:00 ~ 10:30,금 10:30 ~ 12:00",산격동 캠퍼스  공대8호관,60,69,72,(영어) 신규강사담당예정
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,3,ELEC0321,007,신호및시스템,3,이준우,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  IT대학5호관(IT융복합관),60,62,70,(영어) 
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,3,ELEC0322,001,에너지변환,3,최홍순,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  공대8호관,70,75,68,
공학전공1,2025,1학기,IT대학,전기공학과,공학전공,3,ELEC0334,001,전력전자,3,최종우,"수 10:30 ~ 12:00,월 10:30 ~ 12:00",산격동 캠퍼스  IT대학5호관(IT융복합관),70,74,82,
