데이터 구분,개설년도,개설학기,개설대학,개설학과,이수구분,학년,과목코드,분반,과목명,학점,담당교수,강의시간(실제),강의실정보,수강정원,수강신청인원,꾸러미신청인원,비고
교양1,2024,1학기,첨단기술융합대학,혁신신약학과,교양,1,CLTR0246,11,일반생명과학Ⅰ,3,신선영,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  복현회관,65,66,0,
교양1,2024,1학기,첨단기술융합대학,혁신신약학과,교양,1,CLTR0819,6,기초수학2,3,박은미,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  복현회관,65,65,0,
교양1,2024,1학기,인문대학,국어국문학과,교양,*,CLTR0001,1,국어와 매체언어,3,이재섭,"수 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  인문대학,70,47,17,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,국어국문학과,교양,1,CLTR0044,1,철학의이해,3,임지혜,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  인문대학,70,73,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,국어국문학과,교양,*,CLTR0053,1,한국의문학과영화,3,전계성,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,35,32,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,국어국문학과,교양,1,CLTR0205,1,대학글쓰기,3,유신지,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문대학,30,32,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,국어국문학과,교양,*,CLTR0462,1,팔공산과 대구 문화의 이해,3,"황명환,정우락","화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문대학,70,70,84,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,국어국문학과,교양,1,CLTR0501,1,한국의 언어와 문학,3,"안미애,전계성","목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,70,0,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,국어국문학과,교양,*,CLTR0527,1,한국문학과 사회,3,전계성,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  인문대학,70,67,10,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,영어영문학과,교양,*,CLTR0021,1,시사영어,3,하승완,"금 12:00 ~ 13:30,월 12:00 ~ 13:30",산격동 캠퍼스  인문대학,70,57,20,전학년선택 (영어) <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,영어영문학과,교양,1,CLTR0034,1,영어 I,3,이경미,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  인문대학,70,71,0,(한국어) <b>인문교양</b> 
교양1,2024,1학기,인문대학,영어영문학과,교양,*,CLTR0034,4,영어 I,3,강수진,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,84,91,전학년선택 (한국어) <b>인문교양</b> 
교양1,2024,1학기,인문대학,영어영문학과,교양,*,CLTR0035,1,영어 II,3,한재환,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  대학원동,70,52,24,전학년선택 (한국어+영어) <b>인문교양</b> 
교양1,2024,1학기,인문대학,영어영문학과,교양,1,CLTR0101,1,인간과자연,3,박충선,"수 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  대학원동,70,70,0,(한국어) 
교양1,2024,1학기,인문대학,영어영문학과,교양,1,CLTR0815,1,인문사회 기초통계,3,최현승,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문대학,65,63,0,(한국어) 
교양1,2024,1학기,인문대학,불어불문학과,교양,1,CLTR0022,1,프랑스어1,3,송태미,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  대학원동,50,51,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,불어불문학과,교양,1,CLTR0101,2,인간과자연,3,박충선,"수 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  인문대학,70,70,0,
교양1,2024,1학기,인문대학,불어불문학과,교양,1,CLTR0210,1,명저읽기와 토론,3,전승화,"수 13:30 ~ 15:00,월 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,30,29,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,불어불문학과,교양,*,CLTR0503,1,신화와 상상력,3,송홍진,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문대학,70,68,18,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,불어불문학과,교양,*,CLTR0552,1,비즈니스 프랑스어,3,"꼬이에, 나탈리","목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문대학,50,20,8,전학년선택 (불어) <b>인문교양</b> 
교양1,2024,1학기,인문대학,불어불문학과,교양,*,CLTR0564,1,프랑스영화의 이해,3,이경의,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문대학,70,5,8,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,불어불문학과,교양,1,CLTR0816,1,인문사회 기초생명과학,3,김진길,"금 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  인문대학,65,66,0,
교양1,2024,1학기,인문대학,독어독문학과,교양,1,CLTR0024,1,독일어1,3,김미연,"수 10:30 ~ 12:00,수 12:00 ~ 13:30",산격동 캠퍼스  인문한국진흥관,50,49,0,플립드러닝강좌 <b>인문교양</b> 
교양1,2024,1학기,인문대학,독어독문학과,교양,*,CLTR0024,2,독일어1,3,김정철,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  인문대학,95,102,88,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,독어독문학과,교양,1,CLTR0131,1,독일문학의 이해,3,김정철,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문대학,70,88,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,독어독문학과,교양,*,CLTR0131,2,독일문학의 이해,3,김동조,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문대학,70,81,120,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,독어독문학과,교양,1,CLTR0210,2,명저읽기와 토론,3,이창남,"수 13:30 ~ 15:00,월 15:00 ~ 16:30",산격동 캠퍼스  인문대학,30,36,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,독어독문학과,교양,*,CLTR0793,1,Transnational Literature & Film,3,이창남,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,13,0,전학년선택 (영어) <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,중어중문학과,교양,1,CLTR0011,1,중국어1,3,정보선,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,50,50,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,중어중문학과,교양,*,CLTR0011,2,중국어1,3,"안중원,전윤희","금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  대학원동,50,45,16,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,중어중문학과,교양,*,CLTR0012,1,중국어2,3,안찬순,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  대학원동,50,35,9,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,중어중문학과,교양,1,CLTR0103,1,과학사의이해,3,오동원,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,65,73,0,
교양1,2024,1학기,인문대학,중어중문학과,교양,2,CLTR0126,1,중국문학의이해,3,"이세동,서주영","목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  대학원동,70,5,5,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,중어중문학과,교양,*,CLTR0126,2,중국문학의이해,3,김예주,"수 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  대학원동,70,69,32,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,중어중문학과,교양,1,CLTR0210,3,명저읽기와 토론,3,"이지은,이혜정","금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  대학원동,30,29,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,중어중문학과,교양,3,CLTR0554,1,비즈니스 중국어,3,"이혜정,맹유","수 09:00 ~ 10:30,금 10:30 ~ 12:00",산격동 캠퍼스  대학원동,50,15,10,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,중어중문학과,교양,*,CLTR0554,2,비즈니스 중국어,3,우병국,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  대학원동,50,34,26,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,사학과,교양,1,CLTR0016,1,교양한문,3,이규필,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,44,0,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0038,1,스페인어,3,김선웅,"수 09:00 ~ 10:30,금 10:30 ~ 12:00",산격동 캠퍼스  인문대학,52,50,52,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0040,1,스페인어 2,3,김선웅,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  인문대학,50,6,4,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,1,CLTR0041,1,한국사,3,이인복,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  인문대학,70,75,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,1,CLTR0042,1,동양의역사와문화,3,최윤정,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,57,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,1,CLTR0043,1,서양의역사와문화,3,황보영조,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,65,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0043,2,서양의역사와문화,3,신혜선,"금 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  인문대학,70,71,67,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,1,CLTR0083,1,경제의이해,3,박상우,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  경상대학,70,70,0,
교양1,2024,1학기,인문대학,사학과,교양,1,CLTR0101,3,인간과자연,3,최재우,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문한국진흥관,70,73,0,
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0468,1,인물로 본 서양사,3,최현미,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문대학,70,27,9,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0474,1,역사로 보는 서양기업과 기업문화,3,김건우,"수 09:00 ~ 10:30,금 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,65,84,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0521,1,기독교와 인류문명,3,김필영,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,10,10,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0581,1,한국의 세계문화유산,3,김현주,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,69,16,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0805,1,스페인·라틴아메리카의 역사와 문화,3,황보영조,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  인문한국진흥관,70,32,6,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,사학과,교양,*,CLTR0832,1,중국의 전통문화와 현대,3,"윤재석,이근화","목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  대학원동,70,11,11,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,*,CLTR0044,2,철학의이해,3,조영준,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,58,17,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,1,CLTR0045,1,논리와 비판적 사고,3,김경수,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  인문대학,70,71,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,4,CLTR0094,1,문화인류학의이해,3,정유진,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  인문대학,70,20,5,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,철학과,교양,2,CLTR0112,1,생활속의통계,3,송명언,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문대학,65,64,56,
교양1,2024,1학기,인문대학,철학과,교양,1,CLTR0205,2,대학글쓰기,3,류동일,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  인문대학,30,30,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,1,CLTR0508,1,인간과 언어,3,김정일,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문대학,70,70,0,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,철학과,교양,*,CLTR0514,1,논어에서 배우는 삶의 지혜,3,임종진,"수 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  인문대학,70,50,15,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,*,CLTR0515,1,과학기술과 윤리,3,박대원,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  인문한국진흥관,70,8,7,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,*,CLTR0795,1,동양철학과 현대사회,3,석미현,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문한국진흥관,70,68,16,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,철학과,교양,2,CLTR0811,1,인문사회 코딩기초,3,송무희,"금 09:00 ~ 10:00,금 10:00 ~ 11:00,금 11:00 ~ 12:00,금 12:00 ~ 13:00",산격동 캠퍼스  종합정보센터,40,39,29,
교양1,2024,1학기,인문대학,철학과,교양,1,CLTR0817,1,인문사회 기초물리학 및 화학,3,이영미,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문대학,65,35,0,신규강사 임용예정
교양1,2024,1학기,인문대학,고고인류학과,교양,*,CLTR0046,1,고고학의 이해,3,곽승기,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,69,95,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,고고인류학과,교양,1,CLTR0094,2,문화인류학의이해,3,이준원,"금 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,69,0,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,고고인류학과,교양,1,CLTR0108,1,생명의신비,3,최재신,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,69,0,
교양1,2024,1학기,인문대학,고고인류학과,교양,1,CLTR0210,5,명저읽기와 토론,3,안승택,"수 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  대학원동,30,32,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,고고인류학과,교양,*,CLTR0796,1,아시아 도시의 인문 여행,3,"이시활,이준원,이한주","금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  인문대학,70,54,11,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,1,CLTR0032,1,일어 I,3,이자호,"금 16:30 ~ 18:00,수 16:30 ~ 18:00",산격동 캠퍼스  대학원동,50,48,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,*,CLTR0032,2,일어 I,3,채수도,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문대학,50,49,59,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,*,CLTR0033,1,일어 II,3,채수도,"수 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  인문대학,50,35,22,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,2,CLTR0128,1,일본문학의 이해,3,윤유찬,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,46,13,<b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,*,CLTR0128,2,일본문학의 이해,3,손정아,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,70,67,95,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,*,CLTR0208,1,심화글쓰기,3,이준섭,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문대학,30,28,33,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,1,CLTR0210,6,명저읽기와 토론,3,장유리,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문한국진흥관,30,30,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,일어일문학과,교양,*,CLTR0476,1,일본어 스피치와 프리젠테이션,3,이승민,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문대학,70,7,3,전학년선택 
교양1,2024,1학기,인문대학,일어일문학과,교양,*,CLTR0583,1,일본대중문화의 이해,3,이준섭,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  인문대학,70,71,90,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,한문학과,교양,1,CLTR0016,2,교양한문,3,양승호,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,70,0,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,한문학과,교양,*,CLTR0016,3,교양한문,3,박정민,"금 16:30 ~ 18:00,수 16:30 ~ 18:00",산격동 캠퍼스  인문한국진흥관,70,18,8,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,한문학과,교양,*,CLTR0017,1,실용한자,3,정병호,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,75,74,75,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,한문학과,교양,2,CLTR0101,4,인간과자연,3,조현미,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문한국진흥관,92,90,92,
교양1,2024,1학기,인문대학,한문학과,교양,1,CLTR0195,1,C/C++프로그래밍기초,3,박보석,"화 13:00 ~ 14:00,화 14:00 ~ 15:00,화 15:00 ~ 16:00,화 16:00 ~ 17:00",산격동 캠퍼스  종합정보센터,40,38,0,
교양1,2024,1학기,인문대학,한문학과,교양,1,CLTR0210,7,명저읽기와 토론,3,강민구,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,30,28,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,1,CLTR0036,1,러시아어 I,3,정지윤,"금 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,50,48,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0036,2,러시아어 I,3,백경희,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  인문대학,50,49,25,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0037,1,러시아어 II,3,정지윤,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  인문한국진흥관,50,9,5,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,1,CLTR0132,1,러시아문학의 이해,3,이상철,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  인문한국진흥관,70,58,0,<b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0458,1,러시아 문화 읽기,3,윤영순,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,68,35,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0508,2,인간과 언어,3,홍선희,"수 09:00 ~ 10:30,금 10:30 ~ 12:00",산격동 캠퍼스  인문한국진흥관,70,67,29,전학년선택 <b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0518,2,아름다움이란 무엇인가,3,이강은,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  인문한국진흥관,100,145,163,전학년선택 원격강좌 <b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0556,1,비즈니스 러시아어,3,슈테르니나 예카테리나,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  대학원동,50,17,10,전학년선택 (러시아어) <b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0613,1,동서고전의 만남,3,김규종,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  인문대학,70,12,4,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,인문대학,노어노문학과,교양,*,CLTR0643,1,공연예술의 이해,3,한유미,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  인문대학,70,70,35,전학년선택 
교양1,2024,1학기,사회과학대학,정치외교학과,교양,1,CLTR0016,4,교양한문,3,정지아,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  사회과학대학,70,73,0,<b>인문교양</b> <b>SDG교과목</b> 지속가능발전목표(SDG)교양
교양1,2024,1학기,사회과학대학,정치외교학과,교양,1,CLTR0041,2,한국사,3,홍준석,"금 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  사회과학대학,70,68,0,<b>인문교양</b> 
교양1,2024,1학기,사회과학대학,정치외교학과,교양,1,CLTR0061,1,정치학의 이해,3,"엄기홍,정희석,하세헌,이정태,톰슨 벤자민 크리스토퍼,강우진,김석준","금 10:30 ~ 12:00,금 12:00 ~ 13:30",산격동 캠퍼스  사회과학대학,70,37,0,
교양1,2024,1학기,사회과학대학,정치외교학과,교양,1,CLTR0101,5,인간과자연,3,진원형,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,70,70,0,
교양1,2024,1학기,사회과학대학,정치외교학과,교양,*,CLTR0375,1,대구경북의 이해,3,정희석,"금 13:30 ~ 15:00,금 15:00 ~ 16:30",산격동 캠퍼스  사회과학대학,70,70,274,전학년선택 <b>SU평가강좌</b> 
교양1,2024,1학기,사회과학대학,정치외교학과,교양,*,CLTR0588,1,중국정치이야기,3,이정태,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  사회과학대학,70,30,13,전학년선택 
교양1,2024,1학기,사회과학대학,사회학과,교양,*,CLTR0069,1,인간과성,3,"조주은,최경화","목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  사회과학대학,70,71,132,전학년선택 
교양1,2024,1학기,사회과학대학,사회학과,교양,2,CLTR0082,1,매스컴과 사회,3,조성호,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,70,66,20,
교양1,2024,1학기,사회과학대학,사회학과,교양,1,CLTR0103,2,과학사의이해,3,오동원,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,65,66,0,
교양1,2024,1학기,사회과학대학,사회학과,교양,*,CLTR0190,1,젠더와 사회,3,최경화,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,70,68,32,전학년선택 
교양1,2024,1학기,사회과학대학,사회학과,교양,1,CLTR0205,3,대학글쓰기,3,서정현,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  사회과학대학,30,36,0,<b>인문교양</b> 
교양1,2024,1학기,사회과학대학,사회학과,교양,*,CLTR0271,1,독서로 세상보기,3,"조주은,최경화","목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  사회과학대학,70,66,241,전학년선택 <b>인문교양</b> 
교양1,2024,1학기,사회과학대학,사회학과,교양,1,CLTR0373,1,빅데이터 기초 실습,3,허재두,"목 13:00 ~ 14:00,목 14:00 ~ 15:00,목 15:00 ~ 16:00,목 16:00 ~ 17:00",산격동 캠퍼스  종합정보센터,40,40,0,
교양1,2024,1학기,사회과학대학,사회학과,교양,*,CLTR0682,1,대중음악과 사회,3,정은경,"금 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  사회과학대학,70,68,107,전학년선택 
교양1,2024,1학기,사회과학대학,사회학과,교양,1,CLTR0815,2,인문사회 기초통계,3,오지은,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,65,64,0,
교양1,2024,1학기,사회과학대학,사회학과,교양,1,CLTR0840,1,사회학적 상상력과 현대사회,3,이상직,"금 16:30 ~ 18:00,수 16:30 ~ 18:00",산격동 캠퍼스  사회과학대학,70,40,0,
교양1,2024,1학기,사회과학대학,사회학과,교양,*,CLTR0840,2,사회학적 상상력과 현대사회,3,정은경,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  사회과학대학,70,68,41,전학년선택 
교양1,2024,1학기,사회과학대학,지리학과,교양,1,CLTR0045,2,논리와 비판적 사고,3,배다빈,"금 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,70,70,0,<b>인문교양</b> 
교양1,2024,1학기,사회과학대학,지리학과,교양,1,CLTR0073,1,현대사회와 윤리,3,지현아,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  사회과학대학,70,69,0,<b>인문교양</b> 
