데이터 구분,개설년도,개설학기,개설대학,개설학과,이수구분,학년,과목코드,분반,과목명,학점,담당교수,강의시간(실제),강의실정보,수강정원,수강신청인원,꾸러미신청인원,비고
공학전공1,2024,1학기,공과대학,고분자공학과,공학전공,4,POLY0462,1,고분자기기분석,3,곽기섭,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  공대9호관,65,40,32,
공학전공1,2024,1학기,공과대학,환경공학과,공학전공,4,ENVI0321,1,환경공학 캡스톤디자인,2,김영진,"화 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00,화 18:00 ~ 19:00",산격동 캠퍼스  공대6호관,50,43,38,
공학전공1,2024,1학기,공과대학,환경공학과,공학전공,4,ENVI0381,1,실내공기오염,3,김영진,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  공대6호관,50,34,28,
공학전공1,2024,1학기,공과대학,환경공학과,공학전공,4,ENVI0393,1,환경공학세미나1,1,추광호,"목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대6호관,50,47,44,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,DYFI0241,1,섬유요소설계1,3,김한도,"수 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  공대1호관,45,17,16,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0250,1,섬유캡스톤디자인,3,배진석,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  공대1호관,45,8,12,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,DYFI0252,1,컬러와 염색기초,3,김태경,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  공대1호관,45,44,35,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,DYFI0317,1,염료합성실험,2,배진석,"금 14:00 ~ 15:00,금 15:00 ~ 16:00,금 16:00 ~ 17:00,금 17:00 ~ 18:00",산격동 캠퍼스  공대12호관,40,36,32,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,DYFI0322,1,방사공학,3,남기호,"목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  공대1호관,45,36,34,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0415,1,섬유고분자실험,2,김한도,"목 09:00 ~ 10:00,목 10:00 ~ 11:00,목 11:00 ~ 12:00,목 12:00 ~ 13:00",산격동 캠퍼스  공대12호관,40,21,23,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0437,1,섬유가공2,3,김종호,"수 16:30 ~ 18:00,월 16:30 ~ 18:00",산격동 캠퍼스  공대1호관,45,9,13,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,DYFI0447,1,염료화학응용공학,3,배진석,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  공대1호관,45,36,28,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,4,DYFI0497,1,IT융합형 스마트 텍스타일,3,김태경,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  공대1호관,45,35,32,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,FIBR0321,1,섬유재료학,3,김종호,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  공대1호관,45,33,30,
공학전공1,2024,1학기,공과대학,섬유시스템공학과,공학전공,3,POLY0224,2,고분자화학1,3,이준헌,"수 16:30 ~ 18:00,월 16:30 ~ 18:00",산격동 캠퍼스  공대1호관,45,46,44,
공학전공1,2024,1학기,공과대학,신소재공학부 금속신소재공학전공,공학전공,4,META0232,1,에너지저장공학,3,전상은,"금 10:30 ~ 12:00,수 10:30 ~ 12:00",산격동 캠퍼스  공대3호관,50,51,57,
공학전공1,2024,1학기,공과대학,신소재공학부 금속신소재공학전공,공학전공,4,META0233,1,박막재료공정학,3,박귀일,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  공대3호관,50,26,20,
공학전공1,2024,1학기,공과대학,신소재공학부 금속신소재공학전공,공학전공,4,META0354,1,첨단제련공학,3,손호상,"수 15:00 ~ 16:30,월 15:00 ~ 16:30",산격동 캠퍼스  공대3호관,50,19,13,
공학전공1,2024,1학기,공과대학,신소재공학부 금속신소재공학전공,공학전공,4,META0411,1,응고공정학,3,민유호,"수 16:30 ~ 18:00,월 16:30 ~ 18:00",산격동 캠퍼스  공대3호관,50,24,26,
공학전공1,2024,1학기,공과대학,신소재공학부 금속신소재공학전공,공학전공,4,META0441,1,캡스톤설계 1,3,이호성,"화 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00,화 18:00 ~ 19:00",산격동 캠퍼스  공대3호관,50,9,15,
공학전공1,2024,1학기,공과대학,신소재공학부 전자재료공학전공,공학전공,4,CIME0431,1,재료박막공학,3,이상욱,"수 16:30 ~ 18:00,월 16:30 ~ 18:00",산격동 캠퍼스  공대8호관,50,50,55,
공학전공1,2024,1학기,공과대학,신소재공학부 전자재료공학전공,공학전공,4,CIME0447,2,재료전기화학,3,정연욱,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  공대8호관,50,38,34,
공학전공1,2024,1학기,공과대학,신소재공학부 전자재료공학전공,공학전공,4,CIME0450,1,캡스톤디자인,3,이상욱,"금 15:00 ~ 16:00,금 16:00 ~ 17:00,금 17:00 ~ 18:00,금 18:00 ~ 19:00,금 19:00 ~ 20:00",산격동 캠퍼스  공대8호관,20,24,28,
공학전공1,2024,1학기,공과대학,신소재공학부 전자재료공학전공,공학전공,4,CIME0450,2,캡스톤디자인,3,이지훈,"금 15:00 ~ 16:00,금 16:00 ~ 17:00,금 17:00 ~ 18:00,금 18:00 ~ 19:00,금 19:00 ~ 20:00",산격동 캠퍼스  공대12호관,20,24,18,
공학전공1,2024,1학기,공과대학,신소재공학부 전자재료공학전공,공학전공,4,META0320,1,전자재료학,3,정병규,"목 10:30 ~ 12:00,화 10:30 ~ 12:00",산격동 캠퍼스  공대8호관,50,23,33,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,ACEN0241,1,수리학및실험1,3,김병현,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,34,37,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,ACEN0241,2,수리학및실험1,3,김병현,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,16,11,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,ACEN0261,1,측량학 및 실습,3,서건원,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,27,26,(영어) 
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,ACEN0261,2,측량학 및 실습,3,서건원,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,24,25,(영어) 
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,ACEN0463,1,구조역학,3,홍근태,"목 09:00 ~ 10:30,화 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,54,51,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,4,CIVL0233,1,건설시공학,3,김병수,"월 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,49,42,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,4,CVLE0214,1,건설복합재료학,3,홍근태,"수 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,29,24,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,CVLE0271,1,건설가치공학 및 실습,3,김병수,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,18,7,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,CVLE0271,2,건설가치공학 및 실습,3,박진영,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대2A호관,30,30,26,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,CVLE0301,1,응용역학1,3,홍근태,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,71,53,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,CVLE0322,2,하수처리공학 및 실험,3,오상화,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,17,25,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,CVLE0339,1,토목유체역학및실습,3,김광섭,"목 14:00 ~ 15:00,목 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,77,66,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,CVLE0415,1,철근콘크리트구조설계,3,윤영묵,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,27,33,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,CVLE0415,2,철근콘크리트구조설계,3,윤영묵,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,17,14,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,CVLE0419,1,토질역학 및 실험 2,3,박성식,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,30,22,19,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,CVLE0419,2,토질역학 및 실험 2,3,박성식,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,31,30,31,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,CVLE0425,1,토목CAD 및 BIM,3,윤영묵,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,수 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,30,30,20,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,2,CVLE0425,2,토목CAD 및 BIM,3,윤영묵,"수 09:00 ~ 10:00,수 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  공대2호관,30,34,39,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,4,CVLE0514,1,지반구조물설계,3,문준식,"목 14:00 ~ 15:00,화 14:00 ~ 15:00,목 15:00 ~ 16:00,화 15:00 ~ 16:00",산격동 캠퍼스  공대2호관,70,35,31,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,4,CVLE0519,1,PS콘크리트구조설계,3,이진영,"월 14:00 ~ 15:00,월 15:00 ~ 16:00,월 16:00 ~ 17:00,월 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,54,53,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,3,CVLE0520,1,도로및철도공학,3,문준식,"화 09:00 ~ 10:30,목 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,70,57,57,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,4,CVLE0536,1,SOC종합설계 및 기술사업화,4,"김병현,서건원,김병수","목 09:00 ~ 10:00,화 09:00 ~ 10:00,목 16:00 ~ 17:00,화 16:00 ~ 17:00,목 17:00 ~ 18:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,52,49,
공학전공1,2024,1학기,공과대학,토목공학과,공학전공,4,CVLE0559,1,하천공학및설계,3,김광섭,"수 14:00 ~ 15:00,수 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00",산격동 캠퍼스  공대2호관,70,7,9,
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0458,1,건물공조및에너지공학,3,류지혜,"월 15:00 ~ 16:30,월 16:30 ~ 18:00",산격동 캠퍼스  공대2호관,15,19,25,
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0468,1,건축설비설계,3,이정림,"금 13:30 ~ 15:00,금 15:00 ~ 16:30,금 16:30 ~ 18:00,금 18:00 ~ 19:30",산격동 캠퍼스  공대2A호관,15,18,26,
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0535,1,강구조설계,3,우종훈,"목 15:00 ~ 16:30,화 15:00 ~ 16:30,목 16:30 ~ 18:00,화 16:30 ~ 18:00",산격동 캠퍼스  공대2A호관,15,13,10,
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0568,1,건축견적 및 입찰,3,김율희,"금 09:00 ~ 10:30,금 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,15,10,12,
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0576,1,생태환경시스템,3,서현철,"수 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  공대2호관,15,10,9,
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0583,1,졸업논문1,2,최열,"월 19:00 ~ 20:00,월 20:00 ~ 21:00",산격동 캠퍼스  공대2호관,7,10,10,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0583,2,졸업논문1,2,이동은,"화 19:00 ~ 20:00,화 20:00 ~ 21:00",산격동 캠퍼스  공대2호관,5,6,5,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0583,3,졸업논문1,2,김홍진,"화 18:00 ~ 19:00,화 19:00 ~ 20:00",산격동 캠퍼스  공대2호관,7,6,6,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0583,4,졸업논문1,2,최형길,"화 18:00 ~ 19:00,화 19:00 ~ 20:00",산격동 캠퍼스  공대2호관,6,7,7,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,건축학부 건축공학전공,공학전공,4,ARCH0583,5,졸업논문1,2,서현철,"월 19:00 ~ 20:00,월 20:00 ~ 21:00",산격동 캠퍼스  공대2호관,15,9,8,<b>SU평가강좌</b> 
공학전공1,2024,1학기,공과대학,응용화학공학부 응용화학전공,공학전공,4,APCH0304,1,고체화학개론,3,주진,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  공대1호관,55,55,54,
공학전공1,2024,1학기,공과대학,응용화학공학부 응용화학전공,공학전공,4,APCH0421,1,응용화학 종합설계,3,신규철,"화 14:00 ~ 15:00,화 15:00 ~ 16:00,화 16:00 ~ 17:00,화 17:00 ~ 18:00",산격동 캠퍼스  공대1호관,55,39,40,타과생 수강 불가
공학전공1,2024,1학기,공과대학,응용화학공학부 화학공학전공,공학전공,4,CHEN0357,1,분리공정,3,여상도,"화 13:00 ~ 14:00,화 14:00 ~ 15:00,화 15:00 ~ 16:00",산격동 캠퍼스  공대9호관,80,17,20,
공학전공1,2024,1학기,공과대학,응용화학공학부 화학공학전공,공학전공,4,CHEN0516,1,산업밀착형화학공학특강,2,정수환,"목 16:00 ~ 17:00,목 17:00 ~ 18:00",산격동 캠퍼스  공대9호관,80,73,64,<b>SU평가강좌</b> 
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0262,1,측량정보공학 및 실습,3,김현기,"목 15:00 ~ 16:00,화 15:00 ~ 16:00,목 16:00 ~ 17:00,화 16:00 ~ 17:00",산격동 캠퍼스  농대2호관,40,26,22,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0338,1,기초공학 및 설계,3,변용훈,"수 10:00 ~ 11:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,월 11:00 ~ 12:00",산격동 캠퍼스  농대2호관,40,22,19,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0347,1,관개배수공학및설계,3,신용철,"목 10:00 ~ 11:00,화 10:00 ~ 11:00,목 11:00 ~ 12:00,화 11:00 ~ 12:00",산격동 캠퍼스  농대2호관,40,24,19,(한국어+영어) 
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0375,1,농업토목시스템공학및설계,3,이현우,"수 13:00 ~ 14:00,화 13:00 ~ 14:00,수 14:00 ~ 15:00,화 14:00 ~ 15:00",산격동 캠퍼스  농대2호관,40,28,22,(한국어+영어) 
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0422,1,응용수문학 및 설계,3,정지은,"금 15:00 ~ 16:00,금 16:00 ~ 17:00,금 17:00 ~ 18:00,금 18:00 ~ 19:00",산격동 캠퍼스  농대2호관,40,29,24,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0423,1,지반공학 및 실험1,3,변용훈,"수 13:00 ~ 14:00,월 13:00 ~ 14:00,수 14:00 ~ 15:00,월 14:00 ~ 15:00",산격동 캠퍼스  농대2호관,40,26,23,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,ACEN0456,1,보강콘크리트공학 및 설계Ⅰ,3,이진영,"월 10:00 ~ 11:00,월 11:00 ~ 12:00,수 15:00 ~ 16:00,수 16:00 ~ 17:00",산격동 캠퍼스  농대2호관,40,27,23,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,4,ACEN0518,1,농지공학 및 설계,3,김진호,"목 13:00 ~ 14:00,목 14:00 ~ 15:00,목 15:00 ~ 16:00,목 16:00 ~ 17:00",산격동 캠퍼스  농대2호관,40,19,17,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,3,CVLE0403,1,구조역학1,3,이현우,"수 10:30 ~ 12:00,화 10:30 ~ 12:00",산격동 캠퍼스  농대2호관,40,27,25,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,2,MECH0223,1,정역학,3,이진영,"수 09:00 ~ 10:30,수 10:30 ~ 12:00",산격동 캠퍼스  농대2호관,40,20,16,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 농업토목공학전공,공학전공,2,MECH0332,1,유체역학,3,신용철,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  농대2호관,40,26,23,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,2,AMEN0260,1,열공학,3,고동훈,"수 09:00 ~ 10:30,월 10:30 ~ 12:00",산격동 캠퍼스  농대4호관,30,21,15,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,4,AMEN0412,1,트랙터공학 및 실습,3,홍동혁,"월 09:00 ~ 10:00,월 10:00 ~ 11:00,월 11:00 ~ 12:00,월 12:00 ~ 13:00",산격동 캠퍼스  농대4호관,30,23,24,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,AMEN0432,1,열동력 및 실습,3,김정실,"수 10:00 ~ 11:00,월 10:00 ~ 11:00,수 11:00 ~ 12:00,월 11:00 ~ 12:00",산격동 캠퍼스  농대4호관,30,17,17,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,AMEN0443,1,마이크로프로세서 및 실습,3,김정실,"목 10:00 ~ 11:00,화 10:00 ~ 11:00,목 11:00 ~ 12:00,화 11:00 ~ 12:00",산격동 캠퍼스  농대4호관,30,19,18,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,4,AMEN0458,1,생물산업기계설계,3,"하유신,강석호","목 17:00 ~ 18:00,목 18:00 ~ 19:00,월 18:00 ~ 19:00,목 19:00 ~ 20:00,월 19:00 ~ 20:00,목 20:00 ~ 21:00",산격동 캠퍼스  농대4호관,30,19,22,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,2,APCH0212,1,기초창의설계,3,김완수,"수 15:00 ~ 16:00,수 16:00 ~ 17:00,수 17:00 ~ 18:00,수 18:00 ~ 19:00,수 19:00 ~ 20:00,수 20:00 ~ 21:00",산격동 캠퍼스  농대4호관,30,18,15,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,CHEN0345,1,열전달,3,고동훈,"수 12:00 ~ 13:30,월 16:30 ~ 18:00",산격동 캠퍼스  농대4호관,30,22,22,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,MECH0354,3,계측공학,3,김완수,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  농대4호관,30,17,20,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,4,MECH0474,3,진동공학,3,심성보,"목 10:30 ~ 12:00,화 10:30 ~ 12:00",산격동 캠퍼스  농대4호관,30,19,24,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,2,META0231,1,재료역학,3,심성보,"목 13:30 ~ 15:00,화 13:30 ~ 15:00",산격동 캠퍼스  농대4호관,30,17,16,
공학전공1,2024,1학기,농업생명과학대학,농업토목.생물산업공학부 생물산업기계공학전공,공학전공,3,META0231,2,재료역학,3,심성보,"목 15:00 ~ 16:30,화 15:00 ~ 16:30",산격동 캠퍼스  농대4호관,30,28,21,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COME0331,2,자료구조,3,이은주,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),35,47,69,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COME0331,3,자료구조,3,임경식,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),35,38,23,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COME0331,4,자료구조,3,류은경,"수 13:30 ~ 15:00,월 13:30 ~ 15:00",산격동 캠퍼스  IT대학5호관(IT융복합관),35,43,39,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0216,1,자료구조응용,3,이은주,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  IT대학5호관(IT융복합관),35,43,57,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0216,2,자료구조응용,3,임경식,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  IT대학5호관(IT융복합관),35,36,22,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0216,3,자료구조응용,3,류은경,"수 15:00 ~ 16:00,월 15:00 ~ 16:00,수 16:00 ~ 17:00,월 16:00 ~ 17:00",산격동 캠퍼스  IT대학5호관(IT융복합관),35,43,40,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0217,1,자바프로그래밍,3,서영균,"목 09:00 ~ 10:00,목 10:00 ~ 11:00,목 11:00 ~ 12:00,목 12:00 ~ 13:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,40,31,
공학전공1,2024,1학기,IT대학,컴퓨터학부,공학전공,2,COMP0217,2,자바프로그래밍,3,이용주,"화 09:00 ~ 10:00,화 10:00 ~ 11:00,화 11:00 ~ 12:00,화 12:00 ~ 13:00",산격동 캠퍼스  IT대학5호관(IT융복합관),40,42,33,
